Programme...:	MICH
Date........:	   202024-02-
Heure.......:	     3 13:15:
Colonnes....:	            3
Lignes......:	         1065
Décalage....:	           17
Commentaires:	

P.abs.i.(mp):	 1.5168300E+5	P.cal.i.(µm):	-2.6392187E+1	V_min___(mV):	 3.7616023E+5	
P.abs.f.(mp):	 1.5274700E+5	P.cal.f.(µm):	 7.9176562E+1	V_max___(mV):	 2.3937470E+5	
Nbre_de_pts_:	 1.0650000E+3	Délai___(ms):	 5.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:	jnterferogrammeTg_filtre.txt	
Filtre......:	10nm 632nm	
Détecteur...:	Si-PIN	
Éch._du_pico:	20nA	
Temps___(ms):	Pos.cal.(µm):	Tension_(mV):	
 1.2491940E+6	-2.6392187E+1	 3.6394724E+2	
 1.2492440E+6	-2.6292969E+1	 3.6638984E+2	
 1.2492940E+6	-2.6193750E+1	 3.6394724E+2	
 1.2493440E+6	-2.6094531E+1	 3.6394724E+2	
 1.2493940E+6	-2.5995312E+1	 3.6394724E+2	
 1.2494440E+6	-2.5896094E+1	 3.6638984E+2	
 1.2494940E+6	-2.5796875E+1	 3.6394724E+2	
 1.2538940E+6	-1.7065625E+1	 3.7371764E+2	
 1.2539440E+6	-1.6966406E+1	 3.7371764E+2	
 1.2539940E+6	-1.6867187E+1	 3.7616023E+2	
 1.2540440E+6	-1.6767969E+1	 3.7371764E+2	
 1.2540940E+6	-1.6668750E+1	 3.7616023E+2	
 1.2541440E+6	-1.6569531E+1	 3.7371764E+2	
 1.2541940E+6	-1.6470312E+1	 3.7371764E+2	
 1.2542440E+6	-1.6371094E+1	 3.7371764E+2	
 1.2542940E+6	-1.6271875E+1	 3.7371764E+2	
 1.2543440E+6	-1.6172656E+1	 3.7371764E+2	
 1.2543940E+6	-1.6073438E+1	 3.7371764E+2	
 1.2544440E+6	-1.5974219E+1	 3.7616023E+2	
 1.2544940E+6	-1.5875000E+1	 3.7616023E+2	
 1.2545440E+6	-1.5775781E+1	 3.7371764E+2	
 1.2545940E+6	-1.5676562E+1	 3.7371764E+2	
 1.2546440E+6	-1.5577344E+1	 3.7371764E+2	
 1.2546940E+6	-1.5478125E+1	 3.7371764E+2	
 1.2547440E+6	-1.5378906E+1	 3.7371764E+2	
 1.2547940E+6	-1.5279687E+1	 3.7371764E+2	
 1.2548440E+6	-1.5180469E+1	 3.7371764E+2	
 1.2548940E+6	-1.5081250E+1	 3.7371764E+2	
 1.2549440E+6	-1.4982031E+1	 3.7371764E+2	
 1.2549940E+6	-1.4882812E+1	 3.7616023E+2	
 1.2550440E+6	-1.4783594E+1	 3.7616023E+2	
 1.2550940E+6	-1.4684375E+1	 3.7616023E+2	
 1.2551440E+6	-1.4585156E+1	 3.7371764E+2	
 1.2551940E+6	-1.4485937E+1	 3.7371764E+2	
 1.2552440E+6	-1.4386719E+1	 3.7371764E+2	
 1.2552940E+6	-1.4287500E+1	 3.7371764E+2	
 1.2553440E+6	-1.4188281E+1	 3.7371764E+2	
 1.2553940E+6	-1.4089062E+1	 3.7371764E+2	
 1.2554440E+6	-1.3989844E+1	 3.7616023E+2	
 1.2554940E+6	-1.3890625E+1	 3.7371764E+2	
 1.2555440E+6	-1.3791406E+1	 3.7371764E+2	
 1.2555940E+6	-1.3692187E+1	 3.7371764E+2	
 1.2556440E+6	-1.3592969E+1	 3.7371764E+2	
 1.2556940E+6	-1.3493750E+1	 3.7371764E+2	
 1.2557440E+6	-1.3394531E+1	 3.7371764E+2	
 1.2557940E+6	-1.3295312E+1	 3.7371764E+2	
 1.2558440E+6	-1.3196094E+1	 3.7371764E+2	
 1.2558940E+6	-1.3096875E+1	 3.7371764E+2	
 1.2559440E+6	-1.2997656E+1	 3.7371764E+2	
 1.2559940E+6	-1.2898437E+1	 3.7371764E+2	
 1.2560440E+6	-1.2799219E+1	 3.7371764E+2	
 1.2560940E+6	-1.2700000E+1	 3.7616023E+2	
 1.2561440E+6	-1.2600781E+1	 3.7371764E+2	
 1.2561940E+6	-1.2501562E+1	 3.7616023E+2	
 1.2562440E+6	-1.2402344E+1	 3.7616023E+2	
 1.2562940E+6	-1.2303125E+1	 3.7371764E+2	
 1.2563440E+6	-1.2203906E+1	 3.7371764E+2	
 1.2563940E+6	-1.2104687E+1	 3.7371764E+2	
 1.2564440E+6	-1.2005469E+1	 3.7616023E+2	
 1.2564940E+6	-1.1906250E+1	 3.7371764E+2	
 1.2565440E+6	-1.1807031E+1	 3.7371764E+2	
 1.2565940E+6	-1.1707812E+1	 3.7371764E+2	
 1.2566440E+6	-1.1608594E+1	 3.7371764E+2	
 1.2566940E+6	-1.1509375E+1	 3.7371764E+2	
 1.2567440E+6	-1.1410156E+1	 3.7371764E+2	
 1.2567940E+6	-1.1310937E+1	 3.7371764E+2	
 1.2568440E+6	-1.1211719E+1	 3.7371764E+2	
 1.2568940E+6	-1.1112500E+1	 3.7371764E+2	
 1.2569440E+6	-1.1013281E+1	 3.7371764E+2	
 1.2569940E+6	-1.0914062E+1	 3.7371764E+2	
 1.2570440E+6	-1.0814844E+1	 3.7371764E+2	
 1.2570940E+6	-1.0715625E+1	 3.7371764E+2	
 1.2571440E+6	-1.0616406E+1	 3.7371764E+2	
 1.2571940E+6	-1.0517187E+1	 3.7371764E+2	
 1.2572440E+6	-1.0417969E+1	 3.7371764E+2	
 1.2572940E+6	-1.0318750E+1	 3.7616023E+2	
 1.2573440E+6	-1.0219531E+1	 3.7371764E+2	
 1.2573940E+6	-1.0120312E+1	 3.7616023E+2	
 1.2574440E+6	-1.0021094E+1	 3.7616023E+2	
 1.2574940E+6	-9.9218750E+0	 3.7371764E+2	
 1.2575440E+6	-9.8226562E+0	 3.7371764E+2	
 1.2575940E+6	-9.7234375E+0	 3.7616023E+2	
 1.2576440E+6	-9.6242187E+0	 3.7371764E+2	
 1.2576940E+6	-9.5250000E+0	 3.7371764E+2	
 1.2577440E+6	-9.4257812E+0	 3.7371764E+2	
 1.2577940E+6	-9.3265625E+0	 3.7616023E+2	
 1.2578440E+6	-9.2273437E+0	 3.7371764E+2	
 1.2578940E+6	-9.1281250E+0	 3.7371764E+2	
 1.2579440E+6	-9.0289063E+0	 3.7371764E+2	
 1.2579940E+6	-8.9296875E+0	 3.7371764E+2	
 1.2580440E+6	-8.8304687E+0	 3.7616023E+2	
 1.2580940E+6	-8.7312500E+0	 3.7616023E+2	
 1.2581440E+6	-8.6320312E+0	 3.7371764E+2	
 1.2581940E+6	-8.5328125E+0	 3.7616023E+2	
 1.2582440E+6	-8.4335937E+0	 3.7371764E+2	
 1.2582940E+6	-8.3343750E+0	 3.7616023E+2	
 1.2583440E+6	-8.2351562E+0	 3.7616023E+2	
 1.2583940E+6	-8.1359375E+0	 3.7371764E+2	
 1.2584440E+6	-8.0367188E+0	 3.7616023E+2	
 1.2584940E+6	-7.9375000E+0	 3.7371764E+2	
 1.2585440E+6	-7.8382812E+0	 3.7371764E+2	
 1.2585940E+6	-7.7390625E+0	 3.7371764E+2	
 1.2586440E+6	-7.6398437E+0	 3.7127504E+2	
 1.2586940E+6	-7.5406250E+0	 3.7371764E+2	
 1.2587440E+6	-7.4414062E+0	 3.6883244E+2	
 1.2587940E+6	-7.3421875E+0	 3.7127504E+2	
 1.2588440E+6	-7.2429687E+0	 3.7127504E+2	
 1.2588940E+6	-7.1437500E+0	 3.6883244E+2	
 1.2589440E+6	-7.0445312E+0	 3.6394724E+2	
 1.2589940E+6	-6.9453125E+0	 3.6394724E+2	
 1.2590440E+6	-6.8460937E+0	 3.6638984E+2	
 1.2590940E+6	-6.7468750E+0	 3.6150464E+2	
 1.2591440E+6	-6.6476562E+0	 3.5906205E+2	
 1.2591940E+6	-6.5484375E+0	 3.5417685E+2	
 1.2592440E+6	-6.4492187E+0	 3.4929165E+2	
 1.2592940E+6	-6.3500000E+0	 3.5417685E+2	
 1.2593440E+6	-6.2507812E+0	 3.4929165E+2	
 1.2593940E+6	-6.1515625E+0	 3.3952126E+2	
 1.2594440E+6	-6.0523437E+0	 3.3219346E+2	
 1.2594940E+6	-5.9531250E+0	 3.2730827E+2	
 1.2595440E+6	-5.8539062E+0	 3.2242307E+2	
 1.2595940E+6	-5.7546875E+0	 3.0776745E+2	
 1.2596440E+6	-5.6554687E+0	 3.0288225E+2	
 1.2596940E+6	-5.5562500E+0	 2.9555446E+2	
 1.2597440E+6	-5.4570312E+0	 2.8578407E+2	
