x, y
400.90497737556564, 38.70967741935484
464.25339366515834, 67.28110599078342
494.11764705882354, 51.61290322580645
506.7873303167421, 38.70967741935484
521.2669683257918, 23.732718894009217
542.9864253393665, 13.36405529953917
576.4705882352941, 5.529953917050691
625.3393665158371, 3.9170506912442398
663.3484162895927, 8.755760368663594
704.9773755656108, 9.67741935483871
739.3665158371041, 6.682027649769585
766.5158371040724, 9.44700460829493
782.8054298642534, 21.658986175115206
790.9502262443439, 30.4147465437788
800, 40.78341013824885
806.3348416289593, 47.004608294930875
824.4343891402715, 50.69124423963134
862.4434389140272, 43.31797235023041
888.6877828054298, 35.25345622119816
419.00452488687785, 49.30875576036866
435.29411764705884, 58.986175115207374
481.447963800905, 61.52073732718894
446.15384615384613, 64.0552995391705
513.1221719457013, 31.336405529953918
409.9547511312217, 43.54838709677419
426.2443438914027, 53.91705069124424
501.3574660633484, 44.93087557603687
