x, y
403.61990950226243, 7.6036866359447
432.579185520362, 4.377880184331797
457.0135746606335, 3.225806451612903
485.97285067873304, 4.147465437788019
510.40723981900453, 6.912442396313364
530.316742081448, 8.755760368663594
552.0361990950227, 6.682027649769585
564.7058823529412, 12.672811059907835
567.420814479638, 21.658986175115206
571.0407239819004, 29.262672811059907
573.7556561085973, 37.327188940092164
575.5656108597285, 44.93087557603687
578.2805429864253, 52.30414746543779
580.9954751131222, 61.52073732718894
583.710407239819, 70.27649769585254
587.3303167420814, 79.95391705069125
591.8552036199095, 89.86175115207374
595.4751131221719, 97.23502304147466
620.8144796380091, 98.38709677419355
647.9638009049773, 96.54377880184332
606.3348416289593, 99.76958525345623
592.7601809954751, 93.31797235023042
662.4434389140272, 92.3963133640553
675.1131221719456, 85.25345622119816
686.8778280542986, 79.72350230414746
706.7873303167421, 79.95391705069125
722.1719457013575, 82.48847926267281
740.2714932126696, 78.11059907834101
756.5610859728506, 74.65437788018433
772.8506787330316, 69.81566820276498
787.3303167420814, 64.74654377880185
801.8099547511313, 59.67741935483871
818.0995475113123, 55.76036866359447
836.1990950226244, 51.1520737327189
850.6787330316743, 45.622119815668206
869.683257918552, 39.1705069124424
888.6877828054298, 33.64055299539171
908.5972850678734, 28.571428571428573
925.7918552036199, 23.732718894009217
945.7013574660633, 19.81566820276498
966.5158371040724, 15.2073732718894
988.2352941176471, 10.138248847926267
