x-axis,1,2
second,Volt,Volt
-2.500000E-06,-40.190968663E-03,-7.462389767E-03
-2.497500E-06,-60.291470960E-03,-47.663394362E-03
-2.495000E-06,-60.291470960E-03,-47.663394362E-03
-2.492500E-06,-50.241219811E-03,-27.562892064E-03
-2.490000E-06,-40.190968663E-03,-7.462389767E-03
-2.487500E-06,-50.241219811E-03,-47.663394362E-03
-2.485000E-06,-60.291470960E-03,-47.663394362E-03
-2.482500E-06,-51.497501205E-03,-27.562892064E-03
-2.480000E-06,-21.346747759E-03,-7.462389767E-03
-2.477500E-06,-40.190968663E-03,-25.050329277E-03
-2.475000E-06,-60.291470960E-03,-47.663394362E-03
-2.472500E-06,-60.291470960E-03,-7.462389767E-03
-2.470000E-06,-40.190968663E-03,-7.462389767E-03
-2.467500E-06,-40.190968663E-03,-25.050329277E-03
-2.465000E-06,-60.291470960E-03,-47.663394362E-03
-2.462500E-06,-71.598003502E-03,-47.663394362E-03
-2.460000E-06,-41.447250056E-03,-47.663394362E-03
-2.457500E-06,-30.140717514E-03,-47.663394362E-03
-2.455000E-06,-60.291470960E-03,-47.663394362E-03
-2.452500E-06,-80.391973257E-03,-47.663394362E-03
-2.450000E-06,-41.447250056E-03,-7.462389767E-03
-2.447500E-06,-20.090466365E-03,-47.663394362E-03
-2.445000E-06,-40.190968663E-03,-47.663394362E-03
-2.442500E-06,-60.291470960E-03,-27.562892064E-03
-2.440000E-06,-41.447250056E-03,-7.462389767E-03
-2.437500E-06,-30.140717514E-03,-7.462389767E-03
-2.435000E-06,-40.190968663E-03,-7.462389767E-03
-2.432500E-06,-60.291470960E-03,-47.663394362E-03
-2.430000E-06,-60.291470960E-03,-47.663394362E-03
-2.427500E-06,-51.497501205E-03,-7.462389767E-03
-2.425000E-06,-40.190968663E-03,-7.462389767E-03
-2.422500E-06,-60.291470960E-03,-47.663394362E-03
-2.420000E-06,-60.291470960E-03,-47.663394362E-03
-2.417500E-06,-40.190968663E-03,-7.462389767E-03
-2.415000E-06,-40.190968663E-03,-47.663394362E-03
-2.412500E-06,-60.291470960E-03,-47.663394362E-03
-2.410000E-06,-80.391973257E-03,-7.462389767E-03
-2.407500E-06,-51.497501205E-03,-7.462389767E-03
-2.405000E-06,-40.190968663E-03,-7.462389767E-03
-2.402500E-06,-60.291470960E-03,-7.462389767E-03
-2.400000E-06,-60.291470960E-03,-47.663394362E-03
-2.397500E-06,-51.497501205E-03,-7.462389767E-03
-2.395000E-06,-40.190968663E-03,-7.462389767E-03
-2.392500E-06,-40.190968663E-03,-25.050329277E-03
