% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 44.37 s, time offset 22.72 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2024-11-04 T 10:25:00 -0500
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-4.490813035200e+01, -1.709819e-02, 2.265510e+00
-4.486462977600e+01, -1.709819e-02, 2.259404e+00
-4.482112920000e+01, -1.709819e-02, 2.259404e+00
-4.477762862400e+01, -1.709819e-02, 2.265510e+00
-4.473412804800e+01, -1.709819e-02, 2.259404e+00
-4.469062747200e+01, -1.709819e-02, 2.265510e+00
-4.464712689600e+01, -1.709819e-02, 2.259404e+00
-4.460362632000e+01, -1.709819e-02, 2.265510e+00
-4.456012574400e+01, -1.465559e-02, 2.259404e+00
-4.451662516800e+01, -1.709819e-02, 2.259404e+00
-4.447312459200e+01, -1.709819e-02, 2.259404e+00
-4.442962401600e+01, -1.709819e-02, 2.265510e+00
-4.438612344000e+01, -1.709819e-02, 2.265510e+00
-4.434262286400e+01, -1.709819e-02, 2.265510e+00
-4.429912228800e+01, -1.709819e-02, 2.265510e+00
-4.425562171200e+01, -1.709819e-02, 2.259404e+00
-4.421212113600e+01, -1.709819e-02, 2.253297e+00
-4.416862056000e+01, -1.709819e-02, 2.259404e+00
-4.412511998400e+01, -1.709819e-02, 2.259404e+00
-4.408161940800e+01, -1.709819e-02, 2.265510e+00
-4.403811883200e+01, -1.709819e-02, 2.265510e+00
-4.399461825600e+01, -1.709819e-02, 2.259404e+00
-4.395111768000e+01, -1.709819e-02, 2.247191e+00
-4.390761710400e+01, -1.709819e-02, 2.234978e+00
-4.386411652800e+01, -1.831949e-02, 2.204446e+00
-4.382061595200e+01, -1.709819e-02, 2.180020e+00
-4.377711537600e+01, -1.465559e-02, 2.167807e+00
-4.373361480000e+01, -1.587689e-02, 2.143381e+00
-4.369011422400e+01, -1.709819e-02, 2.131168e+00
-4.364661364800e+01, -1.587689e-02, 2.112848e+00
-4.360311307200e+01, -1.465559e-02, 2.070103e+00
-4.355961249600e+01, -1.709819e-02, 2.063996e+00
-4.351611192000e+01, -1.587689e-02, 2.045677e+00
-4.347261134400e+01, -1.709819e-02, 2.021251e+00
-4.342911076800e+01, -1.587689e-02, 1.996825e+00
-4.338561019200e+01, -1.587689e-02, 1.984612e+00
-4.334210961600e+01, -1.587689e-02, 1.966292e+00
-4.329860904000e+01, -1.709819e-02, 1.941866e+00
-4.325510846400e+01, -1.465559e-02, 1.917440e+00
-4.321160788800e+01, -1.587689e-02, 1.899121e+00
-4.316810731200e+01, -1.465559e-02, 1.886908e+00
-4.312460673600e+01, -1.587689e-02, 1.856375e+00
-4.308110616000e+01, -1.587689e-02, 1.838056e+00
-4.303760558400e+01, -1.465559e-02, 1.825843e+00
-4.299410500800e+01, -1.465559e-02, 1.813630e+00
-4.295060443200e+01, -1.465559e-02, 1.783097e+00
-4.290710385600e+01, -1.465559e-02, 1.752565e+00
-4.286360328000e+01, -1.465559e-02, 1.746458e+00
-4.282010270400e+01, -1.465559e-02, 1.734245e+00
-4.277660212800e+01, -1.343429e-02, 1.709819e+00
-4.273310155200e+01, -1.343429e-02, 1.685393e+00
-4.268960097600e+01, -1.221300e-02, 1.660967e+00
-4.264610040000e+01, -1.343429e-02, 1.648754e+00
-4.260259982400e+01, -1.221300e-02, 1.624328e+00
-4.255909924800e+01, -1.221300e-02, 1.606009e+00
-4.251559867200e+01, -1.221300e-02, 1.581583e+00
-4.247209809600e+01, -1.221300e-02, 1.569370e+00
-4.242859752000e+01, -1.221300e-02, 1.544944e+00
-4.238509694400e+01, -1.221300e-02, 1.526624e+00
-4.234159636800e+01, -1.221300e-02, 1.502198e+00
-4.229809579200e+01, -1.099170e-02, 1.496092e+00
-4.225459521600e+01, -9.770396e-03, 1.471666e+00
-4.221109464000e+01, -1.099170e-02, 1.447240e+00
-4.216759406400e+01, -9.770396e-03, 1.422814e+00
-4.212409348800e+01, -1.099170e-02, 1.410601e+00
-4.208059291200e+01, -1.099170e-02, 1.367855e+00
-4.203709233600e+01, -9.770396e-03, 1.367855e+00
-4.199359176000e+01, -8.549097e-03, 1.337323e+00
-4.195009118400e+01, -8.549097e-03, 1.337323e+00
-4.190659060800e+01, -7.327797e-03, 1.306790e+00
-4.186309003200e+01, -7.327797e-03, 1.288471e+00
-4.181958945600e+01, -7.327797e-03, 1.270151e+00
-4.177608888000e+01, -7.327797e-03, 1.251832e+00
-4.173258830400e+01, -7.327797e-03, 1.233512e+00
-4.168908772800e+01, -4.885198e-03, 1.215193e+00
-4.164558715200e+01, -3.663899e-03, 1.172447e+00
-4.160208657600e+01, -4.885198e-03, 1.172447e+00
-4.155858600000e+01, -4.885198e-03, 1.154128e+00
-4.151508542400e+01, -3.663899e-03, 1.141915e+00
-4.147158484800e+01, -2.442599e-03, 1.105276e+00
-4.142808427200e+01, -3.663899e-03, 1.099170e+00
-4.138458369600e+01, -2.442599e-03, 1.080850e+00
-4.134108312000e+01, -2.442599e-03, 1.062531e+00
-4.129758254400e+01, -1.221300e-03, 1.044211e+00
-4.125408196800e+01, 0.000000e+00, 1.019785e+00
-4.121058139200e+01, 0.000000e+00, 9.892526e-01
-4.116708081600e+01, 1.221300e-03, 9.709331e-01
-4.112358024000e+01, 1.221300e-03, 9.587201e-01
-4.108007966400e+01, 3.663899e-03, 9.281876e-01
-4.103657908800e+01, 3.663899e-03, 9.159746e-01
-4.099307851200e+01, 3.663899e-03, 8.915486e-01
-4.094957793600e+01, 3.663899e-03, 8.610161e-01
-4.090607736000e+01, 4.885198e-03, 8.549096e-01
-4.086257678400e+01, 6.106498e-03, 8.365901e-01
-4.081907620800e+01, 7.327797e-03, 8.121641e-01
-4.077557563200e+01, 8.549097e-03, 7.999511e-01
-4.073207505600e+01, 8.549097e-03, 7.755252e-01
-4.068857448000e+01, 9.770396e-03, 7.510992e-01
-4.064507390400e+01, 1.099170e-02, 7.388862e-01
-4.060157332800e+01, 1.221300e-02, 7.144602e-01
-4.055807275200e+01, 1.221300e-02, 6.900342e-01
-4.051457217600e+01, 1.465559e-02, 6.656082e-01
-4.047107160000e+01, 1.465559e-02, 6.595017e-01
-4.042757102400e+01, 1.709819e-02, 6.411822e-01
-4.038407044800e+01, 1.709819e-02, 6.228627e-01
-4.034056987200e+01, 1.954079e-02, 5.923302e-01
-4.029706929600e+01, 1.954079e-02, 5.862237e-01
-4.025356872000e+01, 2.076209e-02, 4.946263e-01
-4.021006814400e+01, 2.198339e-02, 5.434783e-01
-4.016656756800e+01, 2.320469e-02, 5.190523e-01
-4.012306699200e+01, 2.198339e-02, 4.946263e-01
-4.007956641600e+01, 2.442599e-02, 4.824133e-01
-4.003606584000e+01, 2.686859e-02, 3.969223e-01
-3.999256526400e+01, 2.686859e-02, 4.335613e-01
-3.994906468800e+01, 2.686859e-02, 4.213483e-01
-3.990556411200e+01, 2.931119e-02, 3.969223e-01
-3.986206353600e+01, 3.175379e-02, 3.724963e-01
-3.981856296000e+01, 3.053249e-02, 3.663898e-01
-3.977506238400e+01, 3.419639e-02, 3.419638e-01
-3.973156180800e+01, 3.541769e-02, 3.236444e-01
-3.968806123200e+01, 3.663899e-02, 2.992184e-01
-3.964456065600e+01, 3.663899e-02, 2.870054e-01
-3.960106008000e+01, 4.030288e-02, 2.625794e-01
-3.955755950400e+01, 4.152418e-02, 2.442599e-01
-3.951405892800e+01, 4.152418e-02, 2.198339e-01
-3.947055835200e+01, 4.396678e-02, 1.954079e-01
-3.942705777600e+01, 4.518808e-02, 1.526624e-01
-3.938355720000e+01, 4.640938e-02, 1.526624e-01
-3.934005662400e+01, 4.885198e-02, 1.404494e-01
-3.929655604800e+01, 4.763068e-02, 7.938446e-02
-3.925305547200e+01, 5.251588e-02, 9.770396e-02
-3.920955489600e+01, 5.373718e-02, 9.159746e-02
-3.916605432000e+01, 5.373718e-02, 5.495848e-02
