% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 44.37 s, time offset 22.19 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2024-11-04 T 10:44:13 -0500
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-4.363107772800e+01, -1.343429e-02, 1.966292e+00
-4.358757715200e+01, -1.221300e-02, 1.966292e+00
-4.354407657600e+01, -1.343429e-02, 1.966292e+00
-4.350057600000e+01, -1.343429e-02, 1.966292e+00
-4.345707542400e+01, -1.221300e-02, 1.966292e+00
-4.341357484800e+01, -1.221300e-02, 1.960186e+00
-4.337007427200e+01, -1.343429e-02, 1.966292e+00
-4.332657369600e+01, -1.221300e-02, 1.960186e+00
-4.328307312000e+01, -1.221300e-02, 1.966292e+00
-4.323957254400e+01, -1.343429e-02, 1.966292e+00
-4.319607196800e+01, -1.221300e-02, 1.966292e+00
-4.315257139200e+01, -1.221300e-02, 1.960186e+00
-4.310907081600e+01, -1.343429e-02, 1.966292e+00
-4.306557024000e+01, -1.343429e-02, 1.960186e+00
-4.302206966400e+01, -1.343429e-02, 1.966292e+00
-4.297856908800e+01, -1.221300e-02, 1.978505e+00
-4.293506851200e+01, -1.465559e-02, 1.954079e+00
-4.289156793600e+01, -1.221300e-02, 1.966292e+00
-4.284806736000e+01, -1.343429e-02, 1.966292e+00
-4.280456678400e+01, -1.221300e-02, 1.960186e+00
-4.276106620800e+01, -1.221300e-02, 1.966292e+00
-4.271756563200e+01, -1.465559e-02, 1.966292e+00
-4.267406505600e+01, -1.343429e-02, 1.960186e+00
-4.263056448000e+01, -1.343429e-02, 1.966292e+00
-4.258706390400e+01, -1.343429e-02, 1.978505e+00
-4.254356332800e+01, -1.343429e-02, 1.960186e+00
-4.250006275200e+01, -1.221300e-02, 1.972399e+00
-4.245656217600e+01, -1.343429e-02, 1.966292e+00
-4.241306160000e+01, -1.343429e-02, 1.966292e+00
-4.236956102400e+01, -1.099170e-02, 1.935760e+00
-4.232606044800e+01, -1.343429e-02, 1.923547e+00
-4.228255987200e+01, -1.343429e-02, 1.899121e+00
-4.223905929600e+01, -1.221300e-02, 1.874695e+00
-4.219555872000e+01, -1.099170e-02, 1.850269e+00
-4.215205814400e+01, -1.099170e-02, 1.838056e+00
-4.210855756800e+01, -1.099170e-02, 1.819736e+00
-4.206505699200e+01, -1.099170e-02, 1.795310e+00
-4.202155641600e+01, -9.770396e-03, 1.764778e+00
-4.197805584000e+01, -9.770396e-03, 1.752565e+00
-4.193455526400e+01, -9.770396e-03, 1.740352e+00
-4.189105468800e+01, -9.770396e-03, 1.722032e+00
-4.184755411200e+01, -9.770396e-03, 1.697606e+00
-4.180405353600e+01, -7.327797e-03, 1.673180e+00
-4.176055296000e+01, -7.327797e-03, 1.654861e+00
-4.171705238400e+01, -7.327797e-03, 1.642648e+00
-4.167355180800e+01, -7.327797e-03, 1.618222e+00
-4.163005123200e+01, -7.327797e-03, 1.599902e+00
-4.158655065600e+01, -6.106498e-03, 1.581583e+00
-4.154305008000e+01, -6.106498e-03, 1.563263e+00
-4.149954950400e+01, -3.663899e-03, 1.538837e+00
-4.145604892800e+01, -4.885198e-03, 1.514411e+00
-4.141254835200e+01, -4.885198e-03, 1.502198e+00
-4.136904777600e+01, -2.442599e-03, 1.477772e+00
-4.132554720000e+01, -2.442599e-03, 1.465559e+00
-4.128204662400e+01, -1.221300e-03, 1.441133e+00
-4.123854604800e+01, -1.221300e-03, 1.416707e+00
-4.119504547200e+01, 0.000000e+00, 1.398388e+00
-4.115154489600e+01, 0.000000e+00, 1.380068e+00
-4.110804432000e+01, 1.221300e-03, 1.361749e+00
-4.106454374400e+01, 1.221300e-03, 1.337323e+00
-4.102104316800e+01, 1.221300e-03, 1.319003e+00
-4.097754259200e+01, 2.442599e-03, 1.288471e+00
-4.093404201600e+01, 2.442599e-03, 1.276258e+00
-4.089054144000e+01, 3.663899e-03, 1.264045e+00
-4.084704086400e+01, 4.885198e-03, 1.245725e+00
-4.080354028800e+01, 6.106498e-03, 1.239619e+00
-4.076003971200e+01, 6.106498e-03, 1.202980e+00
-4.071653913600e+01, 7.327797e-03, 1.178554e+00
