#Thorlabs FTS
[SpectrumHeader]
#Date;20241125
#Time;11013564
#GMTTime;16013564
#Instrument;33
#InstrModel;OSA201C
#Series;0
#InterferometerSerial;SN01364
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;mW
#Average;4192
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#ResolutionMode;0
#SensitivityMode;0
#Apodization;none
#ZeroFill;0.000000
#NumGainLevels;1
#GainLevel0;4640.766788
#GainPos0;0
#IgramOffset;3.2646708984e+04
#DetectorOffset;0
#InterferogramSmooth;0
#ISmoothParam1;0
#ISmoothParam2;0
#ISmoothParam3;0
#ISmoothParam4;0
#PhaseCorrection;none
#SamplesPerRef;32
#MinOPD;-1.020618
#MaxOPD;1.020618
#NumCCoeff;16
#CCoeff_C0;0.161373
#CCoeffWnr0;8643.041992
#CCoeff_C1;0.023421
#CCoeffWnr1;8920.606445
#CCoeff_C2;0.005035
#CCoeffWnr2;9174.311523
#CCoeff_C3;0.003410
#CCoeffWnr3;9433.961914
#CCoeff_C4;0.001264
#CCoeffWnr4;9671.179688
#CCoeff_C5;0.001140
#CCoeffWnr5;10101.009766
#CCoeff_C6;0.000758
#CCoeffWnr6;10822.510742
#CCoeff_C7;0.001081
#CCoeffWnr7;11834.319336
#CCoeff_C8;0.001033
#CCoeffWnr8;13280.212891
#CCoeff_C9;0.001442
#CCoeffWnr9;15797.788086
#CCoeff_C10;0.002184
#CCoeffWnr10;17985.611328
#CCoeff_C11;0.004050
#CCoeffWnr11;22075.054688
#CCoeff_C12;0.014018
#CCoeffWnr12;24691.357422
#CCoeff_C13;0.023447
#CCoeffWnr13;26246.718750
#CCoeff_C14;0.028574
#CCoeffWnr14;28011.205078
#CCoeff_C15;0.032554
#CCoeffWnr15;29585.798828
#SamplingDistance;1.9780993750e-06
#ApodPowerComp;1.0000000000e+00
#AirMeasureOpt;7
#AirTemp;28.25
#AirPressure;1000.17
#AirRelHum;18.71
#WnrMin;9091.125977
#WnrMax;28570.937500
#Length;39775
#Resolution;4.8976913095e-01
#ADC;16
#InstrStatus;8
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;65535
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;3.310000
#FirmwareVersion;SW 101 0355_2.10.2 
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;GOT_OSA200_SERIES
#RefGainIndex;0
#RefSignalInPerecent;0.0
#BBRefGainIndex;0
#BBRefSignalInPerecent;0.0
#AutogainStatus;6
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
3.499059143e+02;1.583782705e-07
3.499118958e+02;1.558619829e-07
3.499179077e+02;1.557562967e-07
3.499239197e+02;1.567410663e-07
3.499299011e+02;1.571382029e-07
3.499359131e+02;1.559995866e-07
3.499418945e+02;1.572430932e-07
3.499479065e+02;1.554060276e-07
3.499538879e+02;1.584180609e-07
3.499598999e+02;1.565644254e-07
3.499659119e+02;1.585486302e-07
3.499719238e+02;1.565105947e-07
3.499779053e+02;1.599415924e-07
3.499839172e+02;1.573994979e-07
3.499898987e+02;1.552891860e-07
3.499959106e+02;1.567461965e-07
3.500018921e+02;1.566523764e-07
3.500079041e+02;1.551051412e-07
3.500139160e+02;1.569426047e-07
3.500199280e+02;1.566945826e-07
3.500259399e+02;1.562868874e-07
3.500319214e+02;1.579490885e-07
3.500379333e+02;1.572438890e-07
3.500439453e+02;1.583217397e-07
3.500499268e+02;1.577502218e-07
3.500559387e+02;1.575861859e-07
3.500619507e+02;1.550450577e-07
3.500679321e+02;1.588494882e-07
3.500739441e+02;1.585192422e-07
3.500799561e+02;1.568134707e-07
3.500859375e+02;1.588049088e-07
3.500919495e+02;1.592618446e-07
3.500979614e+02;1.572433064e-07
3.501039734e+02;1.577495965e-07
3.501099548e+02;1.564863652e-07
3.501159668e+02;1.587970075e-07
3.501219788e+02;1.574669568e-07
3.501279907e+02;1.575261592e-07
3.501340027e+02;1.568900956e-07
3.501400146e+02;1.571232957e-07
3.501460266e+02;1.570099926e-07
3.501520081e+02;1.561970180e-07
3.501580200e+02;1.548821587e-07
3.501640320e+02;1.542204302e-07
3.501700439e+02;1.598540535e-07
3.501760254e+02;1.572521739e-07
3.501820374e+02;1.571806365e-07
3.501880493e+02;1.574388193e-07
3.501940613e+02;1.544237307e-07
3.502000732e+02;1.576368476e-07
3.502060852e+02;1.597888399e-07
3.502120972e+02;1.570237771e-07
3.502181091e+02;1.571008283e-07
3.502240906e+02;1.569047896e-07
3.502301025e+02;1.570912929e-07
3.502361145e+02;1.576200219e-07
3.502421570e+02;1.561964353e-07
3.502481384e+02;1.560204623e-07
3.502541504e+02;1.566798744e-07
3.502601624e+02;1.555029172e-07
3.502661743e+02;1.568333232e-07
3.502721863e+02;1.580986293e-07
3.502781982e+02;1.560856759e-07
3.502842102e+02;1.566989027e-07
3.502902222e+02;1.587995797e-07
3.502962341e+02;1.603567910e-07
3.503022461e+02;1.583364195e-07
3.503082581e+02;1.558928773e-07
3.503142700e+02;1.587631715e-07
3.503202820e+02;1.560131011e-07
3.503262939e+02;1.562635532e-07
3.503323059e+02;1.567191248e-07
3.503383179e+02;1.572114883e-07
3.503443298e+02;1.578424360e-07
3.503503418e+02;1.577178210e-07
3.503563538e+02;1.554595741e-07
3.503623657e+02;1.576413808e-07
