x, y
3321.011812053878, 0.686314968021362
3369.6499429057094, 0.6055809981303756
3422.1793617165595, 0.5798929677064746
3468.8718485888808, 0.5514525924796835
3521.4012673997313, 0.5251528572905331
3573.9300924833988, 0.5028286897829244
3616.7318851238833, 0.47714063602754253
3673.15199816657, 0.4554280799592598
3721.790129018401, 0.4303516843061655
3772.3739038497415, 0.40833334584970077
3819.017705093036, 0.384587871190919
3874.987179203636, 0.37652339149380587
3921.628605538198, 0.3607609230009657
3968.2700318727593, 0.3438987484891591
4026.571072631982, 0.3296025702425948
4073.2124989665435, 0.31347351752244523
4119.853925301105, 0.295878314544905
4175.823399411705, 0.28378150167331195
4222.464825746267, 0.2727844881466089
4264.441337602034, 0.2648522979459854
4318.078651336828, 0.25238894751004476
4367.052238047195, 0.23955901284679462
4416.0252310303795, 0.22892853688443915
4471.99470514098, 0.21976439783132143
4532.62850000319, 0.21133324058097558
4586.265813737986, 0.20253559242924365
4646.899014873014, 0.1941045285048212
4707.532809735226, 0.18640653970909413
4768.166604597437, 0.18237434652349926
4877.773392442832, 0.16954441186024916
4959.396036960111, 0.15854735167058442
5031.689446246984, 0.1548816493863756
5120.307978164496, 0.1457175103332578
5255.5673426893845, 0.140585517802773
5376.8343386866245, 0.1336206974616648
5493.437607659437, 0.12922187338579885
5621.701084784094, 0.12812221402979407
5724.311985229255, 0.13142128542373183
5822.257971195622, 0.12262363727199987
5934.197513144007, 0.12335671240069532
6048.880074679006, 0.11769929492119016
6136.795633611549, 0.10477169467905029
6221.874957789709, 0.09986807068324632
6306.954875695052, 0.09719334971718531
6377.854213555653, 0.09050673395387977
6443.081675634669, 0.08337430025425634
6525.3259525128105, 0.0815911218349079
6610.405276690969, 0.0775791337117399
6684.140849305955, 0.06955515746540389
6777.728877747268, 0.06509735140591782
7050.583329535953, 0.06360861627505249
7447.470358541456, 0.050152977958035486
7929.960379100745, 0.044036770238853044
